Entity,average_probability,bins
the current government,0.0013586166468595,Bin 3
their confluence,0.0013417397550091,Bin 3
the rainy season,0.0013323684274781,Bin 3
a big step,0.0013165401779016,Bin 3
the trailers,0.0013103905112393,Bin 3
the Brazilian team,0.0013102535821495,Bin 3
world leaders,0.0012985082957587,Bin 3
good relations,0.0012890969314676,Bin 3
heavy blows,0.0012830923183997,Bin 3
the Sundance Film Festival,0.0012763175720916,Bin 3
North Africa,0.0012710440604167,Bin 3
The Iraqi government,0.0012173073955681,Bin 3
FINA,0.0012146911138802,Bin 3
recent days,0.0011872028821714,Bin 3
Ma,0.0011854729673359,Bin 3
the top ten positions,0.0011667614871261,Bin 3
a small island,0.0011611351636862,Bin 3
Greater Poland,0.0011592614000706,Bin 3
the packages,0.0011572749875442,Bin 3
the majors,0.0011413639144203,Bin 3
The Arts Centre,0.0011183513150344,Bin 3
Morgan Stanley,0.0011157330715669,Bin 3
its name,0.0011090100535254,Bin 3
County Kilkenny,0.0010911304102846,Bin 3
several musicians,0.0010676731887453,Bin 3
the Democratic convention,0.0010467535424499,Bin 3
the negotiating table,0.0010327587056667,Bin 3
seven matches,0.0010272543796968,Bin 3
The state park,0.0010252048603582,Bin 3
Students Association,0.0009960001835992,Bin 3
The Jazz,0.0009791079232133,Bin 3
USPS,0.0009695814443651,Bin 3
Civil Aviation Safety Authority,0.0009665455008726,Bin 3
clear blue eyes,0.0009532936616433,Bin 3
American Gangster,0.0009496122863578,Bin 3
a similar call,0.0009434524296297,Bin 3
Morrison,0.0009407683697645,Bin 3
Florida law,0.000931209971852,Bin 3
one day,0.0009296207254807,Bin 3
Rann,0.0009294655085795,Bin 3
Neville,0.0009082156349904,Bin 3
the rescue fund,0.0009060600848235,Bin 3
its chemical formula,0.0009030979170502,Bin 3
Seth,0.0008955209701525,Bin 3
its European works council,0.0008768039495011,Bin 3
an A section,0.0008704658910665,Bin 3
the Swiss Alps,0.0008696877834762,Bin 3
the Afghan people,0.0008514757118485,Bin 3
five officials,0.0008480058557478,Bin 3
the Black Sea coast,0.0008414067741184,Bin 3
the Royal Engineers,0.0008406928483596,Bin 3
My teacher,0.0008397988013423,Bin 3
such authorities,0.0008392124540666,Bin 3
the ground ball,0.000835097457717,Bin 3
the slalom course,0.0008323188859399,Bin 3
a unique approach,0.0008294021133836,Bin 3
six soldiers,0.0008253402702487,Bin 3
royalty payments,0.0008234340584051,Bin 3
No statistics,0.000823242260558,Bin 3
saltwater,0.0008144030259845,Bin 3
women and children,0.0008143406870234,Bin 3
the measure,0.0008101770811436,Bin 3
Sutton,0.0007966913406562,Bin 3
the right spot,0.0007777768828624,Bin 3
other machines,0.0007680088345634,Bin 3
personal friends,0.0007664917749713,Bin 3
Both platforms,0.000759102091562,Bin 3
Mexican armed forces,0.0007576971025239,Bin 3
golf gear,0.000757446579309,Bin 3
Winston Churchill,0.0007490982139805,Bin 3
development in Asia,0.0007450586474646,Bin 3
a minority share,0.000739888426634,Bin 3
several European countries,0.0007292825842711,Bin 3
The central issue,0.0007291771964037,Bin 3
us,0.0007237938089474,Bin 3
more business,0.0007116418340407,Bin 3
The use of the term,0.0007070232751044,Bin 3
the performances,0.0006998607412809,Bin 3
the Pearl Harbor attack,0.0006951013685462,Bin 3
his superiors,0.000694405035904,Bin 3
businessmen,0.0006916602352248,Bin 3
Carl Edwards,0.0006907795305475,Bin 3
the ongoing investigation,0.0006615808871462,Bin 3
the United States Senate,0.0006565339458084,Bin 3
commodity prices,0.0006528640583121,Bin 3
further control,0.0006473393884876,Bin 3
a state visit,0.0006378438106583,Bin 3
many Ethnic Minority Party candidates,0.0006335343296139,Bin 3
multiple cultures,0.0006292147280499,Bin 3
preliminary stages,0.0006290824082776,Bin 3
US scientists,0.0006260591474554,Bin 3
The division,0.0006150789289544,Bin 3
The mechanism,0.0006111117542292,Bin 3
her record deal,0.0006105208761751,Bin 3
additional investors,0.0006064016368759,Bin 3
part of our nation,0.0006055235973938,Bin 3
public transport in Amsterdam,0.0005911943281696,Bin 3
some responsibility,0.0005890475615243,Bin 3
Police detectives,0.0005856459707028,Bin 3
Atlantic salmon,0.0005855001667053,Bin 3
the other candidates,0.0005790771547902,Bin 3
a discipline,0.0005762209765003,Bin 3
her front lawn,0.000575911955165,Bin 3
the Thatcher government,0.0005754102025504,Bin 3
the fifth grade,0.0005716038880093,Bin 3
several battalions,0.0005639946611002,Bin 3
his country,0.0005638534143641,Bin 3
our national security,0.0005526559311509,Bin 3
seven years,0.000550869065738,Bin 3
the Consortium,0.0005385908886692,Bin 3
broad improvement,0.000537048177212,Bin 3
country people,0.0005322655481363,Bin 3
its lowest level,0.0005292383703631,Bin 3
England and Wales,0.000527115192075,Bin 3
a whole new level,0.0005246683993267,Bin 3
The Polish government,0.0005222295144852,Bin 3
foreign commentators,0.0005143964767223,Bin 3
the Emirates Stadium,0.0005077608639743,Bin 3
the last two years,0.0005058158864616,Bin 3
no further details,0.0005039348996913,Bin 3
the Army of the Potomac,0.0005003309717955,Bin 3
modern India,0.0004902623989967,Bin 3
the past two weeks,0.0004893660314818,Bin 3
his permission,0.0004825794886633,Bin 3
the Decorated Period,0.0004698539038773,Bin 3
a branch line,0.0004675015257089,Bin 3
Mrs. Bush,0.0004613032215829,Bin 3
his own genre,0.0004527248267832,Bin 3
National Assembly of Kenya,0.0004405603346266,Bin 3
one sentence,0.000435911521513,Bin 3
Napoli,0.0004357203968538,Bin 3
the Rocky Mountains,0.0004310548519856,Bin 3
that group,0.0004281342413921,Bin 3
Kathleen,0.0004275866403986,Bin 3
his employer,0.0004275496921107,Bin 3
the degree of doctor of medicine,0.000424825293624,Bin 3
stuff Janet,0.0004244042094218,Bin 3
mountainous areas,0.0004243266317271,Bin 3
Incumbent parties,0.0004161041539387,Bin 3
Yale Law School,0.0004157079997783,Bin 3
the hot weather,0.0004133515212535,Bin 3
their licenses,0.0004130955750984,Bin 3
Farrell,0.0004116464269941,Bin 3
Saab,0.0004102628902324,Bin 3
a tehsil,0.0004064930244132,Bin 3
basketball and baseball,0.0004057003878194,Bin 3
The cause of the collapse,0.000403580170713,Bin 3
Four days later,0.0004034395793832,Bin 3
DirecTV,0.0004033535825539,Bin 3
its professional,0.0004033211988733,Bin 3
the shafts,0.0004007851092174,Bin 3
the airport control tower,0.0003982043219496,Bin 3
his answers,0.0003964818203458,Bin 3
Brennan,0.0003897667629644,Bin 3
a club,0.0003895414150052,Bin 3
Many enterprises,0.0003888595772524,Bin 3
Ethel,0.0003873483003189,Bin 3
their base,0.0003858696295142,Bin 3
hung parliament,0.0003840049798989,Bin 3
real events,0.0003795967484508,Bin 3
Web users,0.000378783372872,Bin 3
"St. Louis, Missouri",0.0003775047369449,Bin 3
the host city,0.0003774974979343,Bin 3
Atkinson,0.0003740663752068,Bin 3
such data,0.0003719136339405,Bin 3
a single weekend,0.00036737600425,Bin 3
some concern,0.0003666266571648,Bin 3
its author,0.0003665125847094,Bin 3
work safety,0.0003626770458644,Bin 3
such companies,0.0003620543275333,Bin 3
their games,0.0003615472707164,Bin 3
the personal income tax,0.0003599626740923,Bin 3
the West,0.0003569247371526,Bin 3
economic aid,0.0003566670257887,Bin 3
a NASA document,0.0003562669500724,Bin 3
Such money,0.0003549434930253,Bin 3
The Mali football federation,0.0003496943058647,Bin 3
EC,0.0003489235221877,Bin 3
construction firms,0.0003454397107974,Bin 3
All three men,0.0003389227533719,Bin 3
These acts,0.0003366898477365,Bin 3
My family and I,0.0003310476278017,Bin 3
hundreds of people,0.0003216189088906,Bin 3
Cherokee County,0.0003204402867744,Bin 3
This system,0.0003133780999378,Bin 3
regional leaders,0.0003059319772163,Bin 3
a Guggenheim Fellowship,0.0003054406917578,Bin 3
Pakistanis,0.0003036376227874,Bin 3
Antwerpen,0.0003013136150736,Bin 3
he and his wife,0.0002921653403846,Bin 3
Harmony Society,0.0002909650031587,Bin 3
North Channel,0.0002908298875447,Bin 3
your expenses,0.0002906307958939,Bin 3
several more days,0.0002897859876487,Bin 3
the global financial crisis,0.0002878122035265,Bin 3
the Seychelles,0.0002813864462329,Bin 3
Many boys,0.0002789723859534,Bin 3
the right decisions,0.0002763595682278,Bin 3
no deal,0.0002749041667975,Bin 3
a remarkable experience,0.0002700138980956,Bin 3
The Israeli Manufacturers' Association,0.0002667357012904,Bin 3
this fall,0.0002663843539975,Bin 3
Barry Mann,0.000263916692993,Bin 3
Mosul,0.0002621095591194,Bin 3
His photography,0.0002612044788657,Bin 3
His trucks,0.0002609118859437,Bin 3
A couple months,0.0002606698240004,Bin 3
this time,0.0002583393557416,Bin 3
opinion polls,0.0002582598194788,Bin 3
direct entry,0.000254466028967,Bin 3
a telephone interview,0.0002529794242559,Bin 3
The Devils,0.000252133334817,Bin 3
marchers,0.0002449374780251,Bin 3
the Doha negotiations,0.000243863671395,Bin 3
academia,0.0002419059096837,Bin 3
Stefan,0.0002376916823777,Bin 3
that time,0.0002367769955649,Bin 3
his war,0.0002340580655115,Bin 3
The Greek crisis,0.0002332321765793,Bin 3
Malcolm McDowell,0.0002303171939796,Bin 3
the prime minister,0.0002283274306995,Bin 3
NHL history,0.0002279951697694,Bin 3
Archibald,0.0002269314732984,Bin 3
Al Gore,0.0002231652739207,Bin 3
Harbin,0.000220107256461,Bin 3
the previous survey,0.0002187125187887,Bin 3
adult film viewers,0.0002179010023248,Bin 3
young men and women,0.000216299456611,Bin 3
the induction ceremony,0.0002143787566541,Bin 3
the Guantanamo Bay detention camp,0.000214279779145,Bin 3
Polish family,0.0002141456920431,Bin 3
One hundred years,0.0002127969223438,Bin 3
a basketball theme,0.0002107650014275,Bin 3
the actual figure,0.0002097165514104,Bin 3
the Wikipedia page,0.0002096485649686,Bin 3
future issues,0.0002095757094601,Bin 3
The island's parliament,0.0002083260301302,Bin 3
Multinationals,0.0002060291794455,Bin 3
Sandy Hook,0.000203123329155,Bin 3
family entertainment,0.000203096623608,Bin 3
Hugh,0.0002027988881308,Bin 3
The German champions,0.0002011999280708,Bin 3
London (UK),0.0002009874126143,Bin 3
a broad network,0.0001983927779149,Bin 3
Japanese media,0.0001975754930324,Bin 3
the character designs,0.0001968312103016,Bin 3
that work,0.0001965361668051,Bin 3
Stage history,0.0001961441238279,Bin 3
your sense,0.0001954508938507,Bin 3
anti-abortion groups,0.0001901184395986,Bin 3
Lander,0.0001884772565501,Bin 3
work release,0.000184033388464,Bin 3
those products,0.0001801026469301,Bin 3
a three-game suspension,0.0001791984656277,Bin 3
a normal pregnancy,0.0001783025678977,Bin 3
Fermi,0.0001771076818222,Bin 3
no suggestion,0.0001765576210523,Bin 3
private armies,0.0001736673485747,Bin 3
His release,0.0001732039443347,Bin 3
the cleanup effort,0.0001726900136477,Bin 3
That year,0.0001716457206156,Bin 3
the end of the runway,0.0001680997785734,Bin 3
Christine,0.0001679890162222,Bin 3
The Pakistani Army,0.0001679807414236,Bin 3
judicial restraint,0.0001664229321417,Bin 3
A gigantic robot,0.0001659906379531,Bin 3
studios in Manhattan,0.0001656835505713,Bin 3
the Israeli national football team,0.0001654842350766,Bin 3
British Airways,0.0001647985953492,Bin 3
these rates,0.0001633344186243,Bin 3
Deputy Director of Central Intelligence,0.0001627942106946,Bin 3
Administration officials,0.0001625919135615,Bin 3
basic life processes,0.0001606402970152,Bin 3
this person,0.0001575533070655,Bin 3
double digits,0.0001567793034418,Bin 3
the Gandhi memorial,0.0001507035789391,Bin 3
public anger,0.0001501999398785,Bin 3
McCall,0.0001499823534004,Bin 3
"Lyon, France",0.0001490580773934,Bin 3
advocacy groups,0.0001468231273929,Bin 3
a month,0.0001463887869587,Bin 3
their researches,0.0001441611617651,Bin 3
southwest Manitoba,0.0001438937272667,Bin 3
part of efforts,0.0001432621875445,Bin 3
Eleven babies,0.0001421621838395,Bin 3
indexing,0.0001414888482838,Bin 3
Some of them,0.0001414863611999,Bin 3
Ghia,0.0001413392956072,Bin 3
Kanji,0.0001409663828338,Bin 3
the Streets,0.0001399201412113,Bin 3
that person,0.0001397850652543,Bin 3
each image pixel,0.000138892940486,Bin 3
out of town,0.000137494319155,Bin 3
excellent growth,0.0001362717512089,Bin 3
its announcement,0.0001358119962741,Bin 3
The automaker,0.0001356620342547,Bin 3
the railway platform,0.0001356275691326,Bin 3
official estimates,0.0001342239018924,Bin 3
a matter of weeks,0.000133530106973,Bin 3
department stores,0.0001333831888826,Bin 3
Camp Morton,0.0001325711019042,Bin 3
the tropical cyclone belt,0.0001323031478357,Bin 3
a strong global economy,0.0001306673498499,Bin 3
U.S. attorneys,0.0001303810154365,Bin 3
Isle of Man,0.0001291764378742,Bin 3
borough president,0.0001290088959568,Bin 3
the Iraqi authorities,0.0001274641116733,Bin 3
late September,0.000125552306,Bin 3
their moniker,0.0001249898591362,Bin 3
These two servers,0.0001225027551495,Bin 3
new details,0.0001200043668656,Bin 3
Elizabeth of York,0.0001197482502203,Bin 3
new office space,0.0001160527063673,Bin 3
all these issues,0.0001136249437691,Bin 3
A sixth person,0.0001135103363475,Bin 3
the top of the Billboard charts,0.0001100405981563,Bin 3
New York on Monday,0.0001086172374094,Bin 3
Jacques Martin,0.0001086034629364,Bin 3
its human driver,0.0001080846568847,Bin 3
HTC,0.0001075851091725,Bin 3
written test,0.0001047776877248,Bin 3
lack of cooperation,0.00010458535748,Bin 3
four months,0.0001044843809662,Bin 3
Lucille Ball,0.0001028142984865,Bin 3
official data,0.0001002162192433,Bin 3
Romanelli,9.935376863101187e-05,Bin 3
The insurance coverage,9.901089338670273e-05,Bin 3
My players,9.876441985232284e-05,Bin 3
quite some time,9.77519187922065e-05,Bin 3
Gunter,9.580103064763524e-05,Bin 3
a control freak,9.521692101910485e-05,Bin 3
some covering fire,9.403344256826838e-05,Bin 3
his current deal,9.395408811583414e-05,Bin 3
three times as much,9.335355264909482e-05,Bin 3
local figures,9.302784446237954e-05,Bin 3
other approaches,9.248159142257168e-05,Bin 3
Lewiston,8.684856382851792e-05,Bin 3
the end of the year,8.612159599358089e-05,Bin 3
her employer,8.493133589286677e-05,Bin 3
the Bangladeshis,8.378116718569663e-05,Bin 3
top flight teams,8.332847874633332e-05,Bin 3
hashish,8.018280454978744e-05,Bin 3
the Hungarians,8.016313020570997e-05,Bin 3
The three main candidates,7.943887957315164e-05,Bin 3
Li Yan,7.90318977815208e-05,Bin 3
one of the seven archangels,7.68887070637957e-05,Bin 3
my whole family,7.44855543399356e-05,Bin 3
the transition,7.336089178985231e-05,Bin 3
his excellent performance,7.326887927650716e-05,Bin 3
this field,7.318326441501424e-05,Bin 3
Online Reputation,7.194899458831708e-05,Bin 3
a popular referendum,7.073770577843385e-05,Bin 3
funds for development,7.03137746561387e-05,Bin 3
A conversion rate,6.751120030956136e-05,Bin 3
a roadside bomb,6.741457664139521e-05,Bin 3
coalition troops,6.713817680804408e-05,Bin 3
the Archbishop of Dublin,6.710493405970449e-05,Bin 3
Johnson & Johnson,6.615405072577905e-05,Bin 3
an opportunity for investors,6.614606806201485e-05,Bin 3
MMRDA,6.545003008102515e-05,Bin 3
Small car makers,6.482534005373044e-05,Bin 3
Many soy products,6.480380518531352e-05,Bin 3
the University of Maryland,6.352222116761033e-05,Bin 3
Share prices,6.266384269053025e-05,Bin 3
United Arab Emirates,6.119468609926102e-05,Bin 3
Anniversary events,6.066458092796454e-05,Bin 3
revised data,6.024684561428257e-05,Bin 3
a food crisis,5.9951648434076937e-05,Bin 3
The purpose of the conference,5.971500608432878e-05,Bin 3
Best Player,5.880282400694834e-05,Bin 3
the National Hockey League (NHL),5.849800291557989e-05,Bin 3
calm investors,5.8310512818844954e-05,Bin 3
two clear roads,5.614602751455488e-05,Bin 3
life in prison,5.523760589969494e-05,Bin 3
more than a year,5.4292495848035125e-05,Bin 3
France and Germany,5.356255894433181e-05,Bin 3
baby gates,5.32878702158867e-05,Bin 3
the U.S.,5.315742843691795e-05,Bin 3
several film festivals,5.216422230646331e-05,Bin 3
The unmanned aircraft,5.156997053824382e-05,Bin 3
UBS,5.054141267048858e-05,Bin 3
General Casey,4.9744678554950425e-05,Bin 3
England and Germany,4.89309438099078e-05,Bin 3
Cosworth,4.832399184035321e-05,Bin 3
a French citizen,4.796862945630855e-05,Bin 3
more important factors,4.796321664667871e-05,Bin 3
the lead,4.7603203207754346e-05,Bin 3
the month of December,4.6911287737418634e-05,Bin 3
His most famous work,4.6604804163070704e-05,Bin 3
"Vancouver, BC",4.603802134409075e-05,Bin 3
Laramie,4.431282175826851e-05,Bin 3
our classrooms,4.42189211146599e-05,Bin 3
Postville,4.279413762335573e-05,Bin 3
Karl Pearson,4.263759158847881e-05,Bin 3
String piano,4.254766338606089e-05,Bin 3
completion of the program,4.214565332372086e-05,Bin 3
joint events,4.0937019715761634e-05,Bin 3
communal forces,4.028118119019953e-05,Bin 3
A Russian diver,4.015039032962122e-05,Bin 3
its session,3.968149457560129e-05,Bin 3
ESR,3.887829904906157e-05,Bin 3
Cartan,3.8736089077595814e-05,Bin 3
The conflict in Kosovo,3.780169343153511e-05,Bin 3
This member,3.753408676010322e-05,Bin 3
investor sentiment,3.7075600095042167e-05,Bin 3
Taiwan scholars,3.6796680898547456e-05,Bin 3
a penalty corner,3.620775593039585e-05,Bin 3
The Big Board,3.5976659622676524e-05,Bin 3
the same year,3.5774947945395045e-05,Bin 3
a brief recess,3.552689410744493e-05,Bin 3
further economic development,3.499888031722237e-05,Bin 3
Ashfield,3.496639248170525e-05,Bin 3
The U.S. Senate,3.4948784944134964e-05,Bin 3
the Tenth Doctor,3.45655786197047e-05,Bin 3
their owner,3.426143696924223e-05,Bin 3
Besson,3.4060583681957526e-05,Bin 3
December of the same year,3.3819795672794974e-05,Bin 3
an all-out effort,3.3819039510028525e-05,Bin 3
the birth of Jesus,3.34802142795717e-05,Bin 3
such newspapers,3.343680998876601e-05,Bin 3
an ant,3.33032705877723e-05,Bin 3
the two of us,3.308142866525938e-05,Bin 3
the larger states,3.307762481136779e-05,Bin 3
The move,3.307634249853171e-05,Bin 3
The emperor Alexander,3.28793839774862e-05,Bin 3
the Fifteenth Air Force,3.2455366214153796e-05,Bin 3
its head coach,3.230912254231356e-05,Bin 3
Chekhov,3.212720498819012e-05,Bin 3
Xiao Yi,3.1306725427142904e-05,Bin 3
official corruption,3.119761388081606e-05,Bin 3
John Keats,3.060174069974222e-05,Bin 3
Fort King,3.052191646422429e-05,Bin 3
"Port of Spain, Trinidad",3.0502783218238505e-05,Bin 3
the first federal agencies,2.9996028150343248e-05,Bin 3
a final peace accord,2.9916962675584227e-05,Bin 3
this encouragement,2.966853258583481e-05,Bin 3
number one,2.9392024107301136e-05,Bin 3
a range of recipes,2.924099466493616e-05,Bin 3
The first collision,2.9173588955421165e-05,Bin 3
D'Amour,2.89912710830571e-05,Bin 3
The EU move,2.8960234339063024e-05,Bin 3
various Hollywood actors,2.8913457183021088e-05,Bin 3
the birth of the twins,2.8813011970645537e-05,Bin 3
a titanic struggle,2.8232718922968235e-05,Bin 3
Popescu,2.7261823191105304e-05,Bin 3
The large star,2.7238792686137666e-05,Bin 3
Ireland and Northern Ireland,2.7056132946088457e-05,Bin 3
their first football game,2.612211502549512e-05,Bin 3
Cosby,2.607701507068161e-05,Bin 3
The parliament of the republic,2.5654726654513524e-05,Bin 3
a military official,2.5654400424243773e-05,Bin 3
early medieval Ireland,2.565010939991094e-05,Bin 3
Taiwan authorities,2.5446552792437527e-05,Bin 3
addition to South Carolina,2.525827805823686e-05,Bin 3
the wrong circumstances,2.524737146255469e-05,Bin 3
this memory,2.4127777460407107e-05,Bin 3
situation in Europe,2.3871428045895447e-05,Bin 3
law enforcement authorities,2.3845298044154772e-05,Bin 3
the average loss,2.373552363661355e-05,Bin 3
good sleep hygiene,2.369358264385585e-05,Bin 3
the April report,2.360961298865024e-05,Bin 3
the dissolution of the Soviet Union,2.3230815771295228e-05,Bin 3
the planned protest route,2.288677321189633e-05,Bin 3
Budd Company,2.274480190277793e-05,Bin 3
Arthurian Legend,2.2533485688873728e-05,Bin 3
a flight attendant,2.253063466602145e-05,Bin 3
moral conclusions,2.2230918019481433e-05,Bin 3
federal politics,2.203790669180291e-05,Bin 3
the site of the station,2.198943404547076e-05,Bin 3
their final resting places,2.1988512155699652e-05,Bin 3
Lake Toba,2.180377580064928e-05,Bin 3
international debate and action,2.1734619648096064e-05,Bin 3
a year and a half,2.170327661070389e-05,Bin 3
the underwriter,2.1695471675458584e-05,Bin 3
its deepest political crisis,2.1615054718694964e-05,Bin 3
CityRail,2.1416140192916652e-05,Bin 3
a few shows,2.1301875103023094e-05,Bin 3
a holiday retreat,2.1290917277724417e-05,Bin 3
his off-spin,2.1076161934141107e-05,Bin 3
a subjective factor,2.106346598333109e-05,Bin 3
U.S. officials,2.0739587458283817e-05,Bin 3
David Jenkins,2.0697219106936847e-05,Bin 3
British success,2.0607392292529672e-05,Bin 3
that epoch,2.005009555490736e-05,Bin 3
A department spokesman,2.0017663407611016e-05,Bin 3
joint commendations,1.9876956585589377e-05,Bin 3
the New York Times and the Washington Post,1.9620764524997155e-05,Bin 3
an air raid warden,1.9471837240130073e-05,Bin 3
her Olympic exploits,1.944469529553199e-05,Bin 3
the disclosures,1.9337254480688974e-05,Bin 3
two Voyager spacecraft,1.916378619994436e-05,Bin 3
The following December,1.909355456283111e-05,Bin 3
bad outcomes,1.894851961773528e-05,Bin 3
its news bureaus,1.86744856772368e-05,Bin 3
Great Britain and France,1.8592061877516543e-05,Bin 3
Rostra,1.8275197656650765e-05,Bin 3
a great deal of money,1.8055538158828643e-05,Bin 3
the threat of SARS,1.7934155784362083e-05,Bin 3
Mr. Bush,1.7665073069086807e-05,Bin 3
the sixth hour,1.7570220901877654e-05,Bin 3
the county border,1.7100576821014055e-05,Bin 3
The Clippers,1.6896739704469212e-05,Bin 3
the War of the Fourth Coalition,1.676531156860035e-05,Bin 3
elaborate outfits,1.6672016659545368e-05,Bin 3
the Jacobite Syriac Orthodox church,1.665583101345316e-05,Bin 3
the Canadian tournament,1.6376905997737066e-05,Bin 3
Democratic strength,1.6320065319664675e-05,Bin 3
"Shannon Airport, Ireland",1.6178458921740416e-05,Bin 3
Mae Marsh,1.600688745052564e-05,Bin 3
Common examples,1.5887453580700718e-05,Bin 3
Aerosmith,1.5849057751351983e-05,Bin 3
eight franchises,1.578132481942972e-05,Bin 3
This embassy,1.570919712270544e-05,Bin 3
at least three weeks,1.564600584894848e-05,Bin 3
other rich countries,1.5030465905694352e-05,Bin 3
a Gaul,1.484560933597552e-05,Bin 3
the landing spot,1.4345790597715762e-05,Bin 3
the German author,1.368241179914744e-05,Bin 3
Ohio newspapers,1.3358204347997807e-05,Bin 3
five of them,1.319023602831372e-05,Bin 3
the ensuing kick,1.316622292910386e-05,Bin 3
1983 Contest,1.2629439204418916e-05,Bin 3
first slip,1.2609048083157851e-05,Bin 3
the contest months,1.2500927518727756e-05,Bin 3
Robin Hoods,1.2454404650650205e-05,Bin 3
occupational duties,1.245013696336162e-05,Bin 3
their energy dependence,1.231071419682824e-05,Bin 3
Asian Football Confederation (AFC) President,1.2276297421208e-05,Bin 3
Mr. Allen,1.2262901712216444e-05,Bin 3
"the University of Tasmania, Australia",1.2188782736380847e-05,Bin 3
an ultimatum by Napoleon,1.2126030120871958e-05,Bin 3
Heavy Rain,1.196891050603064e-05,Bin 3
the above picture,1.1937241978277687e-05,Bin 3
money funds,1.1870689073257326e-05,Bin 3
a major jazz festival,1.179842353391834e-05,Bin 3
the substitutes' bench,1.172618791345033e-05,Bin 3
"St Mary Hall, Oxford",1.1608268976433286e-05,Bin 3
two more times,1.1586611472485212e-05,Bin 3
short-pitched deliveries,1.1393228568195093e-05,Bin 3
the blood primarily,1.130627710563333e-05,Bin 3
franchisers,1.1221352002452692e-05,Bin 3
Alang,1.110424623690097e-05,Bin 3
His teammate,1.099975665441428e-05,Bin 3
the great majority of cases,1.0727983353763332e-05,Bin 3
the masala,1.0668753846299046e-05,Bin 3
the mainstream press,1.0632118539922872e-05,Bin 3
Iraqi museum workers,1.0564834912833188e-05,Bin 3
a late update,1.0523400359584609e-05,Bin 3
a grave threat to international peace,1.0506406641797796e-05,Bin 3
a powerful staff,1.048741351243889e-05,Bin 3
Sir Alan,1.042125745058825e-05,Bin 3
the draft statement,1.0325661149257427e-05,Bin 3
the Pet Shop Boys,1.0146878009256707e-05,Bin 3
Hebrew and Aramaic texts,1.0142683514595249e-05,Bin 3
his ship mates,1.010368321615282e-05,Bin 3
the Iraqi grid,9.723401962608525e-06,Bin 3
The roasting smell,9.56877387446224e-06,Bin 3
substantial hurdles,9.485527195588818e-06,Bin 3
Joseph Cook,8.989438603769035e-06,Bin 3
Clifton Williams,8.921245252776734e-06,Bin 3
Chinese exporters,8.9074188493875e-06,Bin 3
Bishop of Charleston,8.665436293813776e-06,Bin 3
Scott Shaw,8.474028978716728e-06,Bin 3
Such features,8.38659086644939e-06,Bin 3
That figure,8.35714773576627e-06,Bin 3
His large scale sculpture,8.114281041897559e-06,Bin 3
remote provinces,8.108931500066952e-06,Bin 3
stressful periods,8.100925365105186e-06,Bin 3
Peter Coors,8.096269117321232e-06,Bin 3
earlier this week,8.036646607352221e-06,Bin 3
development and peace,7.85555388719515e-06,Bin 3
American aid efforts,7.737550848510966e-06,Bin 3
three points from the,7.720138706924856e-06,Bin 3
Order of the Golden Fleece,7.544180458231192e-06,Bin 3
a support party,7.348532856883573e-06,Bin 3
the sill,7.301290055485366e-06,Bin 3
a corporate source,7.290197222291311e-06,Bin 3
Favoured habitats,7.181508769732222e-06,Bin 3
the various Indian cultures,7.163424287066189e-06,Bin 3
Truk,7.0178623154159744e-06,Bin 3
Garden planters,6.993159390679415e-06,Bin 3
This Old House,6.969845734836694e-06,Bin 3
number two,6.682209432397575e-06,Bin 3
The parliamentary leader,6.52236168920962e-06,Bin 3
Lawyers for the defendants,6.356161736490225e-06,Bin 3
gainers,6.3420023672761355e-06,Bin 3
A fifth strikeout,6.320645292030662e-06,Bin 3
The Format,6.293574901318274e-06,Bin 3
a two-day forum,6.26489407499886e-06,Bin 3
the lyrics of the title track,6.17848396484037e-06,Bin 3
New York high school men,6.153860496068059e-06,Bin 3
The personal income tax threshold,6.146835249817085e-06,Bin 3
tickets to concerts,6.108876021566484e-06,Bin 3
The UN Security Council decision,6.077975162779545e-06,Bin 3
any particular player,6.074972473029158e-06,Bin 3
Easter shopping,5.968533924380609e-06,Bin 3
the Peruvian effort,5.955271934278426e-06,Bin 3
Kidder,5.9399730880613824e-06,Bin 3
Anapa,5.907948594441582e-06,Bin 3
about five months,5.887884274682027e-06,Bin 3
break points,5.849831263822439e-06,Bin 3
financially weaker countries,5.737206706250631e-06,Bin 3
an independent private bank,5.7340731513210225e-06,Bin 3
information and convenience,5.7327504744980665e-06,Bin 3
Super Lig,5.699133047856612e-06,Bin 3
the crucial vote,5.699030316267782e-06,Bin 3
its net income,5.5418467393417315e-06,Bin 3
India and other countries,5.536383093643579e-06,Bin 3
Maj. Joseph Hooker,5.501634653802595e-06,Bin 3
A six-month-old girl,5.387574366086918e-06,Bin 3
Kenyan laws,5.248653636087222e-06,Bin 3
a pre-dawn attack,5.1971476827347246e-06,Bin 3
U.S. support,5.094533972957344e-06,Bin 3
the first phase investment,5.005541397420685e-06,Bin 3
U.S. investors,4.953361996375844e-06,Bin 3
special diplomatic plates,4.921887156549153e-06,Bin 3
Axa,4.864239281514749e-06,Bin 3
the Panamanian capital,4.861344826027571e-06,Bin 3
the desert winter,4.775293277073866e-06,Bin 3
King Louis Napoleon,4.605510038534677e-06,Bin 3
People in Taiwan,4.5771741110302465e-06,Bin 3
the South Asian Association,4.561275465108993e-06,Bin 3
custom medical devices,4.545245517671586e-06,Bin 3
Fink,4.537812502201922e-06,Bin 3
